index,dice,iou,time_ms
0,0.8531,0.7438,94.61
1,0.9049,0.8264,85.93
2,0.9791,0.9590,86.85
3,0.8969,0.8131,85.44
4,0.9485,0.9020,85.55
5,0.7836,0.6441,86.13
6,0.8233,0.6997,86.30
7,0.7655,0.6201,85.54
8,0.9626,0.9278,86.21
9,0.9735,0.9483,86.30
10,0.9243,0.8593,87.59
11,0.8752,0.7781,86.56
12,0.9681,0.9382,86.75
13,0.9835,0.9675,85.62
14,0.8482,0.7364,85.26
15,0.9710,0.9436,84.99
16,0.9613,0.9255,86.25
17,0.9626,0.9280,86.04
18,0.9506,0.9059,85.48
19,0.7963,0.6615,86.04
